GeneID;PAT3 - female;CTRL3 -female;log2 FC;;;
AC006058.1;5292;2295;1,205318908;;;
AC007036.2;5292;2295;1,205318908;;;
AC011416.3;5292;2295;1,205318908;;;
AC018445.3;5292;2295;1,205318908;;;
AC026362.2;5292;2295;1,205318908;;;
AC026691.1;5292;2295;1,205318908;;;
AC026803.1;5292;2295;1,205318908;;;
AC040169.1;5292;2295;1,205318908;;;
AC090971.3;5292;2295;1,205318908;;;
AC099850.1;5292;2295;1,205318908;;;
AC103702.2;5292;2295;1,205318908;;;
AC108047.1;5292;2295;1,205318908;;;
AC114781.2;5292;2295;1,205318908;;;
AC117503.3;5292;2295;1,205318908;;;
AD000090.1;5292;2295;1,205318908;;;
AL021707.7;5292;2295;1,205318908;;;
AL049780.3;5292;2295;1,205318908;;;
AL133243.4;5292;2295;1,205318908;;;
AL136141.1;5292;2295;1,205318908;;;
AL138785.1;5292;2295;1,205318908;;;
AP000894.4;5292;2295;1,205318908;;;
AP001033.1;5292;2295;1,205318908;;;
AP001148.1;5292;2295;1,205318908;;;
AS3MT;5292;2295;1,205318908;;;
C1orf167;5292;2295;1,205318908;;;
CTRL;5292;2295;1,205318908;;;
DCST1;5292;2295;1,205318908;;;
DSCAML1;5292;2295;1,205318908;;;
EIF4A2P1;5292;2295;1,205318908;;;
ENSAP2;5292;2295;1,205318908;;;
ERFE;5292;2295;1,205318908;;;
FSIP1;5292;2295;1,205318908;;;
FSTL4;5292;2295;1,205318908;;;
GCOM1;5292;2295;1,205318908;;;
GLIPR1L2;5292;2295;1,205318908;;;
GOLGA8K;5292;2295;1,205318908;;;
GUSBP9;5292;2295;1,205318908;;;
HMGB1P10;5292;2295;1,205318908;;;
INCA1;5292;2295;1,205318908;;;
KATNAL2;5292;2295;1,205318908;;;
LINC00640;5292;2295;1,205318908;;;
LINC02413;5292;2295;1,205318908;;;
LINC02449;5292;2295;1,205318908;;;
METTL7B;5292;2295;1,205318908;;;
NEK10;5292;2295;1,205318908;;;
PDZK1;5292;2295;1,205318908;;;
PKD2L1;5292;2295;1,205318908;;;
RN7SKP78;5292;2295;1,205318908;;;
RNU6-118P;5292;2295;1,205318908;;;
RRAD;5292;2295;1,205318908;;;
RTN3P1;5292;2295;1,205318908;;;
STXBP6;5292;2295;1,205318908;;;
AC090004.1;25136;10901;1,205294599;;;
MAMLD1;44980;19507;1,20529174;;;
ATOH8;79376;34424;1,205288117;;;
PTTG2;14552;6311;1,20527692;;;
UTS2;14552;6311;1,20527692;;;
XKR6;29104;12622;1,20527692;;;
ABTB2;70115;30408;1,205272189;;;
FAM238A;55563;24097;1,20527095;;;
AL135905.2;41011;17786;1,205268832;;;
EIF1B-AS1;50271;21802;1,205265901;;;
MTARC1;402170;174417;1,205264804;;;
AC010326.4;136261;59095;1,205264725;;;
CPNE7;26459;11475;1,205264383;;;
GOLGA2P10;26459;11475;1,205264383;;;
TRAJ3;26459;11475;1,205264383;;;
RGL4;367774;159500;1,205263067;;;
RALY-AS1;71438;30982;1,205261413;;;
AC009061.2;288398;125076;1,205256173;;;
AC073439.1;9260;4016;1,205252924;;;
AL136304.1;9260;4016;1,205252924;;;
AL138895.1;9260;4016;1,205252924;;;
MCM10;9260;4016;1,205252924;;;
MIR6813;9260;4016;1,205252924;;;
MIR7848;9260;4016;1,205252924;;;
TRBV6-4;9260;4016;1,205252924;;;
AC092803.1;21167;9180;1,205250752;;;
ASLP1;21167;9180;1,205250752;;;
RNF157-AS1;21167;9180;1,205250752;;;
SNORA73B;21167;9180;1,205250752;;;
CADM4;88636;38441;1,20524691;;;
AC007569.1;58209;25245;1,205244556;;;
CCDC194;46302;20081;1,205243397;;;
CBX3P2;37042;16065;1,205241015;;;
SLC7A8;52917;22950;1,20523712;;;
AC116407.4;31750;13770;1,205228032;;;
AL162431.1;31750;13770;1,205228032;;;
CCDC144B;31750;13770;1,205228032;;;
H2AC8;15875;6885;1,205228032;;;
LRRC46;15875;6885;1,205228032;;;
MYCT1;15875;6885;1,205228032;;;
PBLD;63500;27540;1,205228032;;;
SUPT16HP1;15875;6885;1,205228032;;;
TREML3P;47625;20655;1,205228032;;;
CLDN12;22490;9754;1,205217784;;;
AC004947.3;6615;2869;1,205193188;;;
AC004967.1;6615;2869;1,205193188;;;
AC008875.1;6615;2869;1,205193188;;;
AC010542.3;6615;2869;1,205193188;;;
AL031056.1;6615;2869;1,205193188;;;
AL513477.2;6615;2869;1,205193188;;;
AL590560.4;6615;2869;1,205193188;;;
AP001107.8;6615;2869;1,205193188;;;
EDRF1-DT;6615;2869;1,205193188;;;
FXYD2;6615;2869;1,205193188;;;
RPL21P120;6615;2869;1,205193188;;;
ZNF157;6615;2869;1,205193188;;;
AC006480.2;17198;7459;1,205186668;;;
AC007785.3;10583;4590;1,205182592;;;
AC012184.3;10583;4590;1,205182592;;;
AC092123.1;10583;4590;1,205182592;;;
AC108463.3;10583;4590;1,205182592;;;
AL049828.1;10583;4590;1,205182592;;;
AL139123.1;10583;4590;1,205182592;;;
AL355816.1;10583;4590;1,205182592;;;
AP000437.1;10583;4590;1,205182592;;;
LINC01732;10583;4590;1,205182592;;;
PRELID3A;10583;4590;1,205182592;;;
TRAJ38;10583;4590;1,205182592;;;
MIR6859-4;11906;5164;1,205127894;;;
NPM2;11906;5164;1,205127894;;;
AC008429.4;1323;574;1,20469042;;;
AC009303.1;1323;574;1,20469042;;;
AC090409.2;1323;574;1,20469042;;;
AC105129.1;1323;574;1,20469042;;;
AC241377.2;1323;574;1,20469042;;;
ADCY10;1323;574;1,20469042;;;
AL162724.1;1323;574;1,20469042;;;
AP001636.1;1323;574;1,20469042;;;
BOLA2-SMG1P6;1323;574;1,20469042;;;
BX679664.1;1323;574;1,20469042;;;
C19orf33;1323;574;1,20469042;;;
CLEC3B;1323;574;1,20469042;;;
FP325332.1;1323;574;1,20469042;;;
GULOP;1323;574;1,20469042;;;
IQCA1L;1323;574;1,20469042;;;
PRC1;1323;574;1,20469042;;;
RN7SL130P;1323;574;1,20469042;;;
RNY1P11;1323;574;1,20469042;;;
RPS3AP29;1323;574;1,20469042;;;
SNORA50A;1323;574;1,20469042;;;
PLAUR;1620000;703407;1,203562216;;;
ABAT;844027;366621;1,202999725;;;
CSAD;1600000;695948;1,201020486;;;
GZMK;1130000;491696;1,200484249;;;
MAP3K5;1520000;661524;1,20020592;;;
H2BC21;679984;296051;1,199655073;;;
MSL1;6850000;2990000;1,195958504;;;
RAB5IF;609869;266216;1,195902103;;;
RNF19B;2190000;956427;1,195204107;;;
ADIPOR1;3680000;1610000;1,192645078;;;
IL13RA1;2740000;1200000;1,191141487;;;
Y_RNA;244741;107290;1,189740192;;;
ANPEP;5610000;2460000;1,189342455;;;
CREBRF;1680000;737258;1,188219756;;;
NOTCH1;6790000;2980000;1,188099244;;;
TIMM10;320148;140567;1,187481055;;;
AC003072.1;101865;44752;1,186634374;;;
SNAI3-AS1;95251;41883;1,185369455;;;
KATNBL1;656172;288592;1,185042725;;;
ANKRD36C;92605;40736;1,184785766;;;
IGF2R;10500000;4620000;1,184424571;;;
PGAP1;75407;33277;1,180173078;;;
TLR8;3260000;1440000;1,178803153;;;
ZNF18;349253;154336;1,178197888;;;
SPTB;62178;27540;1,174875653;;;
AC006369.1;117740;52210;1,173206469;;;
LINC00674;58209;25818;1,172864987;;;
SRPK1;1380000;612182;1,172635736;;;
AURKB;56886;25245;1,172075963;;;
FAAP24;54240;24097;1,170503632;;;
CAPN10-DT;105834;47047;1,169628543;;;
ARHGAP9;11600000;5160000;1,168681835;;;
SSH2;6000000;2670000;1,168122759;;;
TRBJ1-6;97897;43604;1,166804164;;;
AC002091.2;47625;21228;1,165750639;;;
SP140;1210000;540464;1,162736618;;;
MARCHF8;219606;98110;1,162445374;;;
C6orf163;42334;18933;1,160913781;;;
IGLC3;1540000;689063;1,160222553;;;
SLC29A1;285752;127944;1,159251103;;;
GYPC;3080000;1380000;1,158262084;;;
ARSG;518587;232365;1,158193262;;;
GDPD3;543723;243840;1,156937049;;;
NMRK1;806985;362031;1,15642862;;;
IFNLR1;152137;68275;1,155941748;;;
PARP12;3140000;1410000;1,155069396;;;
SIGLEC10;2560000;1150000;1,154509949;;;
LINC00910;144199;64833;1,153260923;;;
CRK;107157;48194;1,152800645;;;
TMEM164;2930000;1320000;1,150362735;;;
HEMGN;101865;45899;1,150123811;;;
AC021078.1;305596;137698;1,150118055;;;
MPZL2;133616;60243;1,149227255;;;
PPP4R1;1770000;798074;1,149154931;;;
MEGF9;5120000;2310000;1,148250959;;;
KLHL21;2060000;929461;1,148178101;;;
OAZ2;2900000;1310000;1,146486088;;;
LPCAT2;1110000;501450;1,146381916;;;
LINC01126;63500;28687;1,146359489;;;
AL669831.1;220929;99831;1,146023022;;;
IFI35;1360000;615051;1,144828703;;;
KBTBD6;121709;55079;1,143861583;;;
FUT8-AS1;30427;13770;1,143823537;;;
SHISA5;7860000;3560000;1,142652071;;;
SPOPL;875778;397029;1,14132082;;;
LINGO3;29104;13196;1,141116765;;;
AC092944.1;56886;25818;1,139696394;;;
IGLV2-23;390263;177286;1,138368077;;;
STK40;4380000;1990000;1,138162439;;;
MIR4453HG;111126;50489;1,138155393;;;
TTLL3;1820000;827335;1,137394929;;;
XK;54240;24671;1,136540984;;;
KCND1;161397;73439;1,135995443;;;
GNG5;456410;207694;1,135870862;;;
ZNF93;107157;48768;1,135719384;;;
SSPN;52917;24097;1,134877727;;;
AL049634.1;26459;12049;1,134845121;;;
NATD1;1340000;610461;1,134261966;;;
AC055811.4;129647;59095;1,133480848;;;
RFLNB;51594;23523;1,133131235;;;
AC012443.2;25136;11475;1,131260932;;;
AC093249.6;25136;11475;1,131260932;;;
CFAP298-TCP10L;25136;11475;1,131260932;;;
TEX21P;25136;11475;1,131260932;;;
OSGIN2;424660;193925;1,130809422;;;
HDGFL3;97897;44752;1,129312491;;;
GALM;551661;252446;1,127807174;;;
HSDL2;691891;316705;1,12740513;;;
AC008770.3;23813;10901;1,127288899;;;
AC106865.1;23813;10901;1,127288899;;;
AL513534.1;23813;10901;1,127288899;;;
MED25;2640000;1210000;1,125530882;;;
AL031283.1;46302;21228;1,125106058;;;
ALOX12-AS1;276492;126797;1,124717126;;;
EPAS1;115095;52784;1,124652573;;;
CMTM6;4380000;2010000;1,123735368;;;
RERE;4270000;1960000;1,123382416;;;
SIRPD;44980;20655;1,122792601;;;
BORCS8;703797;323590;1,12099234;;;
ERN1;1790000;823319;1,120436162;;;
CDKL5;216960;99831;1,119869301;;;
ATG2A;2150000;989704;1,119267645;;;
ETV7;85990;39588;1,119105711;;;
ZNF670;42334;19507;1,117824889;;;
AC011448.1;21167;9754;1,117750933;;;
FCGR2B;709089;327033;1,116530495;;;
ECT2;83344;38441;1,116432475;;;
RFX2;312211;144009;1,116362391;;;
KLHL14;62178;28687;1,116007109;;;
NARF-IT1;62178;28687;1,116007109;;;
B3GNTL1;144199;66554;1,115463878;;;
AJ003147.3;82021;37867;1,115052204;;;
AC010168.2;101865;47047;1,114483802;;;
KLHDC8B;284429;131387;1,114246031;;;
IFRD1;263262;121633;1,113964597;;;
CPEB2;341315;157779;1,11319862;;;
AC005070.3;39688;18360;1,112136804;;;
AL137127.1;19844;9180;1,112136804;;;
AL589993.1;19844;9180;1,112136804;;;
BOD1L1;2980000;1380000;1,110644064;;;
IDS;526525;243840;1,110567226;;;
FBXL20;1180000;546776;1,109765035;;;
POLB;597963;277117;1,109561001;;;
KLRC4-KLRK1;38365;17786;1,109048664;;;
MEF2B;38365;17786;1,109048664;;;
FLT3LG;171981;79750;1,108692765;;;
ZNF669;133616;61964;1,108590592;;;
AL391684.1;56886;26392;1,107972957;;;
GMIP;7210000;3350000;1,105838164;;;
AC092164.1;37042;17212;1,10574725;;;
EVC2;18521;8606;1,10574725;;;
AC016727.1;54240;25245;1,103359501;;;
ORAI2;3050000;1420000;1,102918313;;;
CHMP1B;2640000;1230000;1,101879614;;;
DGCR11;52917;24671;1,10091508;;;
SLC25A44;1650000;769387;1,100684666;;;
SLC12A6;4610000;2150000;1,100430091;;;
AC009948.1;104511;48768;1,099648084;;;
AC005052.2;17198;8032;1,098409626;;;
AC124248.1;17198;8032;1,098409626;;;
FBXO24;17198;8032;1,098409626;;;
HRK;17198;8032;1,098409626;;;
MUC16;17198;8032;1,098409626;;;
TRPC6;17198;8032;1,098409626;;;
AL732509.1;34396;16065;1,098319819;;;
CLBA1;34396;16065;1,098319819;;;
CENPK;252679;118191;1,096185586;;;
AC009119.1;50271;23523;1,095654322;;;
STRADB;525202;246135;1,093422589;;;
USP15;6230000;2920000;1,093263794;;;
CCR4;621776;291461;1,09309208;;;
KLHL2;648234;304083;1,092049529;;;
DEF8;3580000;1680000;1,091498354;;;
AL928654.4;31750;14917;1,089799172;;;
LRRC75B;31750;14917;1,089799172;;;
TTC39C-AS1;31750;14917;1,089799172;;;
AL359762.1;79376;37293;1,089798004;;;
NBEAL1;79376;37293;1,089798004;;;
AC060766.3;47625;22376;1,089766934;;;
ACTA2-AS1;15875;7459;1,08970246;;;
AL139317.5;15875;7459;1,08970246;;;
SLC2A1-AS1;15875;7459;1,08970246;;;
CR1;2020000;950116;1,088179725;;;
OSBPL2;1910000;898479;1,088015949;;;
TRBV9;78053;36719;1,087927315;;;
CCDC71L;560921;263921;1,087691447;;;
LBR;2890000;1360000;1,087462841;;;
HAS3;92605;43604;1,086629604;;;
AC007878.1;46302;21802;1,086614025;;;
RUFY4;137584;64833;1,085512468;;;
SRPK2;1260000;593822;1,085321285;;;
CD70;30427;14344;1,084904703;;;
GPR19;30427;14344;1,084904703;;;
MRPL46;75407;35572;1,083956364;;;
KPNB1;6380000;3010000;1,083792937;;;
PSENEN;255325;120486;1,083469285;;;
AC005306.1;418045;197367;1,082777458;;;
IGLV1-47;324117;153189;1,081201986;;;
TDP2;1300000;614477;1,081080707;;;
ASAP1;2090000;987983;1,080944819;;;
ITIH4;43657;20655;1,079721935;;;
AC009065.5;14552;6885;1,079688889;;;
AC017116.2;29104;13770;1,079688889;;;
AC025031.4;14552;6885;1,079688889;;;
AL391832.3;14552;6885;1,079688889;;;
CC2D1A;14552;6885;1,079688889;;;
CNR1;29104;13770;1,079688889;;;
LINC02062;14552;6885;1,079688889;;;
PPP1R35-AS1;14552;6885;1,079688889;;;
TTK;14552;6885;1,079688889;;;
ZNF687-AS1;14552;6885;1,079688889;;;
BST1;1720000;814139;1,079061529;;;
SECTM1;3970000;1880000;1,078406345;;;
ARHGEF17;56886;26966;1,076932105;;;
CHIC2;420691;199662;1,075201172;;;
AC040162.1;336023;159500;1,075003562;;;
AC092070.2;493452;234660;1,072337813;;;
PRLR;41011;19507;1,072019001;;;
GAB1;227543;108437;1,069282099;;;
TRAFD1;2560000;1220000;1,069262662;;;
PIGX;439212;209416;1,068545799;;;
TMOD2;1150000;548497;1,068078226;;;
XPNPEP2;26459;12622;1,067818008;;;
DND1;39688;18933;1,067799833;;;
AL359962.2;13229;6311;1,067763482;;;
C2orf15;13229;6311;1,067763482;;;
PPP1R12A-AS1;13229;6311;1,067763482;;;
TRAV18;13229;6311;1,067763482;;;
TMEM44-AS1;66146;31556;1,067739573;;;
DBN1;435243;207694;1,067361556;;;
SLC25A39;3350000;1600000;1,06608919;;;
NT5C3A;935309;447518;1,063497359;;;
CD58;608546;291461;1,062063469;;;
ARHGAP26;3340000;1600000;1,061776198;;;
DRICH1;25136;12049;1,06084167;;;
SPTSSB;25136;12049;1,06084167;;;
H2BC12;363805;174417;1,060624708;;;
AC020917.4;162720;78029;1,060309268;;;
C3AR1;809631;388423;1,0596359;;;
CHST7;248710;119338;1,059411012;;;
AP000866.1;62178;29835;1,059398435;;;
LYN;8250000;3960000;1,058893689;;;
ARHGAP27P1-BPTFP1-KPNA2P3;255325;122781;1,05624748;;;
RNF213;24500000;11800000;1,05399489;;;
RALB;2200000;1060000;1,053439259;;;
AC009318.2;11906;5737;1,053320376;;;
AC106795.1;11906;5737;1,053320376;;;
CEP112;11906;5737;1,053320376;;;
ETV5;11906;5737;1,053320376;;;
HOMER3-AS1;11906;5737;1,053320376;;;
MIR5010;11906;5737;1,053320376;;;
MRM1;11906;5737;1,053320376;;;
NDUFA7;11906;5737;1,053320376;;;
TCF20;11906;5737;1,053320376;;;
OLFML2B;35719;17212;1,053276945;;;
LXN;95251;45899;1,053271517;;;
DLGAP5;23813;11475;1,053255231;;;
AL162458.1;107157;51637;1,053249006;;;
FGL2;10100000;4870000;1,052361616;;;
CD55;2840000;1370000;1,051715037;;;
CCNG2;1050000;507187;1,049799655;;;
ST3GAL4;476254;230070;1,049658334;;;
ANKHD1;115095;55653;1,048293797;;;
ZNF460-AS1;34396;16638;1,047758778;;;
RPGR;354544;171549;1,047343965;;;
AC091180.4;22490;10901;1,044823175;;;
APOBR;6580000;3190000;1,04453116;;;
PLEKHO2;3730000;1810000;1,043185933;;;
AP003774.2;55563;26966;1,042982961;;;
FN3K;33073;16065;1,041732935;;;
MYO10;33073;16065;1,041732935;;;
CASP4;4730000;2300000;1,040206322;;;
CCHCR1;54240;26392;1,039256495;;;
ZFP30;108480;52784;1,039256495;;;
NCOA4;10600000;5170000;1,035828079;;;
RBM47;1530000;746438;1,035437314;;;
AL136038.4;21167;10327;1,035395599;;;
IGKJ5;21167;10327;1,035395599;;;
IGLC7;21167;10327;1,035395599;;;
TMEM91;539754;263347;1,035337005;;;
Metazoa_SRP;63500;30982;1,035326314;;;
AC092645.2;42334;20655;1,03532575;;;
AL021707.8;42334;20655;1,03532575;;;
AC069499.1;10583;5164;1,035187745;;;
AP003170.1;10583;5164;1,035187745;;;
ZNF346-IT1;10583;5164;1,035187745;;;
CPQ;989549;483664;1,032765988;;;
PACSIN2;2270000;1110000;1,032132621;;;
SMIM35;51594;25245;1,031205623;;;
C16orf54;4250000;2080000;1,030879313;;;
PSMA2;71438;34998;1,029419211;;;
SARNP;30427;14917;1,028394676;;;
SYNPO2;30427;14917;1,028394676;;;
TLR4;3610000;1770000;1,028249477;;;
NOL12;261940;128518;1,027265951;;;
THOC5;972351;477353;1,026420667;;;
TMEM255B;39688;19507;1,024710941;;;
TRAV6;39688;19507;1,024710941;;;
SDE2;456410;224333;1,024688541;;;
TPRG1;59532;29261;1,024686288;;;
USP46-DT;19844;9754;1,024636985;;;
PML;2420000;1190000;1,024045474;;;
C16orf72;1760000;866349;1,022555206;;;
PRR34-AS1;48948;24097;1,022396366;;;
TAS2R4;48948;24097;1,022396366;;;
PICALM;6050000;2980000;1,021622812;;;
GZMH;1330000;655213;1,021390359;;;
CUEDC1;768621;378669;1,021335075;;;
SYCE1L;29104;14344;1,020770055;;;
ZBTB3;154782;76308;1,020331487;;;
AP5B1;4320000;2130000;1,020177882;;;
F11R;865194;426864;1,019247164;;;
AL132656.4;38365;18933;1,018887726;;;
RAPGEFL1;230189;113601;1,018843359;;;
ZNF239;47625;23523;1,017647027;;;
AMN1;238127;117617;1,017634612;;;
AC116353.6;95251;47047;1,017631508;;;
HLA-B;61900000;30600000;1,016407757;;;
LINC-PINT;216960;107290;1,015913468;;;
SPAG9;1670000;826188;1,015306092;;;
ST3GAL2;1600000;792337;1,013885826;;;
SLC15A4;1370000;678736;1,013253453;;;
POLQ;18521;9180;1,012595937;;;
SDAD1P1;18521;9180;1,012595937;;;
TICAM2;18521;9180;1,012595937;;;
LDLRAD2;27781;13770;1,012569972;;;
ORC1;27781;13770;1,012569972;;;
TTC4;27781;13770;1,012569972;;;
AC008894.2;9260;4590;1,01251804;;;
AC018529.3;9260;4590;1,01251804;;;
AC023509.3;9260;4590;1,01251804;;;
AC027644.1;9260;4590;1,01251804;;;
AC034238.1;9260;4590;1,01251804;;;
AC073389.3;9260;4590;1,01251804;;;
AL033528.2;9260;4590;1,01251804;;;
AL121944.1;9260;4590;1,01251804;;;
AP001830.1;9260;4590;1,01251804;;;
CELF5;9260;4590;1,01251804;;;
EXO1;9260;4590;1,01251804;;;
FKBP2;9260;4590;1,01251804;;;
GADD45G;9260;4590;1,01251804;;;
GPSM3;9260;4590;1,01251804;;;
MATN2;9260;4590;1,01251804;;;
PCCA-DT;9260;4590;1,01251804;;;
PHOSPHO2;9260;4590;1,01251804;;;
TAF1A-AS1;9260;4590;1,01251804;;;
AC012020.1;202408;100405;1,011435198;;;
CCNDBP1;2620000;1300000;1,011055189;;;
IL5RA;137584;68275;1,010883391;;;
ABHD3;1170000;580626;1,010827448;;;
ZNF746;1760000;873808;1,01018721;;;
SNORD89;63500;31556;1,008842249;;;
PARM1;108480;53932;1,008215643;;;
TRIM56;4320000;2150000;1,006694653;;;
MBD6;5020000;2500000;1,005759269;;;
LPGAT1;2530000;1260000;1,005713651;;;
CYTH4;10900000;5430000;1,005304032;;;
FHL3;542400;270232;1,005158654;;;
PGS1;1900000;947247;1,004186848;;;
S1PR4;3750000;1870000;1,003852325;;;
MIR3176;26459;13196;1,003657854;;;
SRP54-AS1;26459;13196;1,003657854;;;
AC244669.1;43657;21802;1,001752509;;;
BBOF1;43657;21802;1,001752509;;;
COL18A1;2700000;1350000;1;;;
ECE1;3520000;1760000;1;;;
EVI2A;2080000;1040000;1;;;
OGFRL1;4460000;2230000;1;;;
RAB3D;2420000;1210000;1;;;
MT-RNR2;116000000;232000000;-1;;;
AC022400.6;205054;410799;-1,002428783;;;
ESAM;38365;76881;-1,002836347;;;
CPAMD8;169335;339655;-1,004189896;;;
AC108673.3;10583;21228;-1,004219803;;;
KIF28P;10583;21228;-1,004219803;;;
PITPNM2;412753;828483;-1,005193393;;;
SCNN1D;97897;196793;-1,007342349;;;
AC004877.2;14552;29261;-1,007761627;;;
AC012358.2;14552;29261;-1,007761627;;;
RPS10P3;14552;29261;-1,007761627;;;
ZNF835;29104;58522;-1,007761627;;;
AC010969.2;37042;74586;-1,009742862;;;
ASIC1;18521;37293;-1,009742862;;;
CMTM4;92605;186466;-1,009750599;;;
ZDHHC9;41011;82619;-1,010462676;;;
MAP9;22490;45326;-1,011055189;;;
ZNF471;22490;45326;-1,011055189;;;
CCDC86;125678;253594;-1,012788485;;;
KCNC3;248710;503171;-1,01658426;;;
ABCA17P;3969;8032;-1,016983707;;;
AC005962.1;3969;8032;-1,016983707;;;
AC018695.6;3969;8032;-1,016983707;;;
AC026333.4;3969;8032;-1,016983707;;;
AC087273.2;3969;8032;-1,016983707;;;
AC099568.1;3969;8032;-1,016983707;;;
AC121761.2;3969;8032;-1,016983707;;;
C16orf96;3969;8032;-1,016983707;;;
CCDC81;3969;8032;-1,016983707;;;
FHAD1;3969;8032;-1,016983707;;;
HSPA2;3969;8032;-1,016983707;;;
IQGAP3;3969;8032;-1,016983707;;;
LRRC34;3969;8032;-1,016983707;;;
NUAK1;3969;8032;-1,016983707;;;
PCDHGC3;3969;8032;-1,016983707;;;
PITRM1-AS1;3969;8032;-1,016983707;;;
SLC29A4;3969;8032;-1,016983707;;;
TACSTD2;3969;8032;-1,016983707;;;
TADA2A;3969;8032;-1,016983707;;;
TRAPPC3L;3969;8032;-1,016983707;;;
TRBV10-2;3969;8032;-1,016983707;;;
AC090517.5;7938;16065;-1,017073513;;;
AF111167.2;7938;16065;-1,017073513;;;
PRKN;7938;16065;-1,017073513;;;
TGFB1I1;7938;16065;-1,017073513;;;
TRBV12-5;7938;16065;-1,017073513;;;
USP43;7938;16065;-1,017073513;;;
MINCR;39688;80324;-1,017128253;;;
MAN1C1;349253;706849;-1,017129545;;;
ZNF34;51594;104421;-1,017136674;;;
LINC00526;15875;32130;-1,017164389;;;
AC010896.1;11906;24097;-1,017164747;;;
AC084824.5;11906;24097;-1,017164747;;;
NACA3P;11906;24097;-1,017164747;;;
SPON1;11906;24097;-1,017164747;;;
EEF1A1P5;498743;1010000;-1,017986795;;;
TNFRSF18;72761;147452;-1,019008115;;;
IRF8;1340000;2720000;-1,021373651;;;
DPY19L2P2;34396;69996;-1,02503168;;;
LMNTD2;34396;69996;-1,02503168;;;
ZNRD2;103188;210563;-1,028976743;;;
TPT1P9;22490;45899;-1,029179061;;;
ZCCHC24;63500;129666;-1,02997174;;;
SCFD2;72761;148599;-1,030187131;;;
AC010327.8;18521;37867;-1,031779133;;;
ZNF229;9260;18933;-1,031818931;;;
EGR3;23813;48768;-1,034185423;;;
AC015813.6;76730;157205;-1,034784444;;;
AC068050.1;14552;29835;-1,035788329;;;
VCAN;7950000;16300000;-1,035845199;;;
CFAP44;121709;249577;-1,036049133;;;
CMTM5;35719;73439;-1,039854723;;;
LHPP;211668;435470;-1,040770154;;;
IGHA2;326763;672425;-1,04112873;;;
AC006538.1;5292;10901;-1,04257552;;;
AF111169.3;5292;10901;-1,04257552;;;
AP001636.3;5292;10901;-1,04257552;;;
RUNX3-AS1;5292;10901;-1,04257552;;;
S100A5;5292;10901;-1,04257552;;;
TPT1P4;5292;10901;-1,04257552;;;
TRAJ6;5292;10901;-1,04257552;;;
TRBV24-1;5292;10901;-1,04257552;;;
AL592148.3;15875;32703;-1,042666395;;;
TREML1;121709;250725;-1,042670001;;;
FAM153CP;37042;76308;-1,042672319;;;
CD209;10583;21802;-1,042711835;;;
LCNL1;10583;21802;-1,042711835;;;
AC090607.2;22490;46473;-1,047109118;;;
HOXB-AS1;44980;92946;-1,047109118;;;
COL6A1;108480;224333;-1,048212777;;;
RPL13P12;127001;262774;-1,048982679;;;
TTC19;269877;558824;-1,050091952;;;
AC018690.1;11906;24671;-1,051127395;;;
AC020909.2;11906;24671;-1,051127395;;;
AC016876.1;30427;63112;-1,052562247;;;
ELOVL6;56886;118191;-1,054974636;;;
IFT140;95251;197941;-1,055264328;;;
AC008038.1;133616;277691;-1,055387645;;;
AC007000.1;6615;13770;-1,057715498;;;
AC107071.1;6615;13770;-1,057715498;;;
AC234917.3;6615;13770;-1,057715498;;;
AL132712.2;6615;13770;-1,057715498;;;
AL158163.2;6615;13770;-1,057715498;;;
DAB2IP;6615;13770;-1,057715498;;;
ELOVL3;6615;13770;-1,057715498;;;
KCNE1B;6615;13770;-1,057715498;;;
NTN4;6615;13770;-1,057715498;;;
ZNF890P;6615;13770;-1,057715498;;;
APP;989549;2060000;-1,057801285;;;
AC023794.3;13229;27540;-1,057824549;;;
CD14;3790000;7890000;-1,057827452;;;
GAS6-AS1;227543;476205;-1,065443564;;;
AUTS2;190501;398750;-1,065685948;;;
PM20D1;7938;16638;-1,067634555;;;
RPL5P1;15875;33277;-1,067768785;;;
PER1;457733;961591;-1,070917087;;;
HMBS;97897;205973;-1,073118679;;;
PPP2R3B;74084;156058;-1,074848415;;;
LINC02705;9260;19507;-1,074907823;;;
KCTD3;50271;106142;-1,078197346;;;
FOXP1;501389;1060000;-1,080062015;;;
BEND5;21167;44752;-1,080135348;;;
FAM241B;21167;44752;-1,080135348;;;
GNB3;10583;22376;-1,080203508;;;
CD69;265908;562267;-1,080328194;;;
AZIN2;54240;114748;-1,081039925;;;
ADAMTS5;23813;50489;-1,084219718;;;
UNC13B;23813;50489;-1,084219718;;;
RPL5P34;11906;25245;-1,084308878;;;
TRPM2;306919;652344;-1,087774981;;;
ZNF30;41011;87209;-1,088466107;;;
AC026412.1;58209;123928;-1,090188045;;;
EEF1A1P11;14552;30982;-1,09021283;;;
IRAK1BP1;14552;30982;-1,09021283;;;
CCDC122;15875;33851;-1,092441862;;;
COX16;15875;33851;-1,092441862;;;
SMIM5;56886;121633;-1,096389151;;;
FLNB;542400;1160000;-1,096695722;;;
STAB1;2420000;5180000;-1,09794505;;;
GEMIN4;218283;467599;-1,099072068;;;
TRAV36DV7;22490;48194;-1,099569886;;;
LAMB2;44980;96389;-1,099584853;;;
EEF1A1P13;67469;144583;-1,099601247;;;
RCAN3AS;23813;51063;-1,100528915;;;
